Canias Kod;Varyans-TR;Varyans-EN;Ana Ürün-TR;Ana Ürün - EN;Moq;Paket Adedi;Status;Kategori;Ana Ürün Kodu;Ürün Kısa Kodu;Katalog ID;Katalog Sayfa Numarası;;;;;;;;;;
51.12.A481-R;AÇILI KIRILABİLİR BÖLÜCÜ H12 185X485 R;Angled Breakable Shelf Divider 12 185-48;Açılı Kırılabilir Bölücü;Angled Breakable Shelf Divider;50000;20;A;05.1;05;05105;05105039;0;;;;;;;;;;
51.12.A481-T;AÇILI KIRILABİLİR BÖLÜCÜ H12 185X485 T;Angled Breakable Shelf Divider 12 185-48;Açılı Kırılabilir Bölücü;Angled Breakable Shelf Divider;50000;20;A;05.1;05;05105;05105040;0;;;;;;;;;;
51.12.A481-WS;AÇILI KIRILABİLİR BÖLÜCÜ H12 185X485 WS;Angled Breakable Shelf Divider 12 185-48;Açılı Kırılabilir Bölücü;Angled Breakable Shelf Divider;50000;30;A;05.1;05;05105;05105041;0;;;;;;;;;;
51.12.A581-L;AÇILI KIRILABİLİR BÖLÜCÜ H12 185X585 L;Angled Breakable Shelf Divider 12 185-58;Açılı Kırılabilir Bölücü;Angled Breakable Shelf Divider;50000;20;A;05.1;05;05105;05105042;0;;;;;;;;;;
51.12.A581-R;AÇILI KIRILABİLİR BÖLÜCÜ H12 185X585 R;Angled Breakable Shelf Divider 12 185-58;Açılı Kırılabilir Bölücü;Angled Breakable Shelf Divider;50000;20;A;05.1;05;05105;05105043;0;;;;;;;;;;
51.12.A581-T;AÇILI KIRILABİLİR BÖLÜCÜ H12 185X585 T;Angled Breakable Shelf Divider 12 185-58;Açılı Kırılabilir Bölücü;Angled Breakable Shelf Divider;50000;20;A;05.1;05;05105;05105044;0;;;;;;;;;;
51.12.A581-WS;AÇILI KIRILABİLİR BÖLÜCÜ H12 185X585 WS;Angled Breakable Shelf Divider 12 185-58;Açılı Kırılabilir Bölücü;Angled Breakable Shelf Divider;50000;30;A;05.1;05;05105;05105045;0;;;;;;;;;;
52.06.A301-L;AÇILI RAF BÖLÜCÜ H6x30 L;Angled Shelf Divider 6 300 mm L;Açılı Bölücü;Angled Divider;5200;40;T;05.1;06;05106;05106001;0;;;;;;;;;;
52.06.A301-R;AÇILI RAF BÖLÜCÜ H6x30 R;Angled Shelf Divider 6 300 mm R;Açılı Bölücü;Angled Divider;5200;40;T;05.1;06;05106;05106002;0;;;;;;;;;;
52.06.A301-T;AÇILI RAF BÖLÜCÜ H6x30 T;Angled Shelf Divider 6 300 mm T;Açılı Bölücü;Angled Divider;2300;40;T;05.1;06;05106;05106003;0;;;;;;;;;;
52.06.A301-WS;AÇILI RAF BÖLÜCÜ H6x30 WS;Angled Shelf Divider 6 300 mm WS;Açılı Bölücü;Angled Divider;5200;60;T;05.1;06;05106;05106004;0;;;;;;;;;;
52.06.A351-L;AÇILI RAF BÖLÜCÜ H6x35 L;Angled Shelf Divider 6 350 mm L;Açılı Bölücü;Angled Divider;4000;40;T;05.1;06;05106;05106005;0;;;;;;;;;;
52.06.A351-R;AÇILI RAF BÖLÜCÜ H6x35 R;Angled Shelf Divider 6 350 mm R;Açılı Bölücü;Angled Divider;4000;40;T;05.1;06;05106;05106006;0;;;;;;;;;;
52.06.A351-T;AÇILI RAF BÖLÜCÜ H6x35 T;Angled Shelf Divider 6 350 mm T;Açılı Bölücü;Angled Divider;4000;40;T;05.1;06;05106;05106007;0;;;;;;;;;;
52.06.A351-WS;AÇILI RAF BÖLÜCÜ H6x35 WS;Angled Shelf Divider 6 350 mm WS;Açılı Bölücü;Angled Divider;4000;60;T;05.1;06;05106;05106008;0;;;;;;;;;;
52.06.A401-L;AÇILI RAF BÖLÜCÜ H6x40 L;Angled Shelf Divider 6 400 mm L;Açılı Bölücü;Angled Divider;4000;40;T;05.1;06;05106;05106009;0;;;;;;;;;;
52.06.A401-R;AÇILI RAF BÖLÜCÜ H6x40 R;Angled Shelf Divider 6 400 mm R;Açılı Bölücü;Angled Divider;4000;40;T;05.1;06;05106;05106010;0;;;;;;;;;;
52.06.A401-T;AÇILI RAF BÖLÜCÜ H6x40 T;Angled Shelf Divider 6 400 mm T;Açılı Bölücü;Angled Divider;4000;40;T;05.1;06;05106;05106011;0;;;;;;;;;;
52.06.A401-WS;AÇILI RAF BÖLÜCÜ H6x40 WS;Angled Shelf Divider 6 400 mm WS;Açılı Bölücü;Angled Divider;4000;60;T;05.1;06;05106;05106012;0;;;;;;;;;;
52.12.A301-L;AÇILI RAF BÖLÜCÜ H12x30 L;Angled Shelf Divider 12 300 mm L;Açılı Bölücü;Angled Divider;2600;20;T;05.1;06;05106;05106013;0;;;;;;;;;;
52.12.A301-R;AÇILI RAF BÖLÜCÜ H12x30 R;Angled Shelf Divider 12 300 mm R;Açılı Bölücü;Angled Divider;2600;20;T;05.1;06;05106;05106014;0;;;;;;;;;;
52.12.A301-T;AÇILI RAF BÖLÜCÜ H12x30 T;Angled Shelf Divider 12 300 mm T;Açılı Bölücü;Angled Divider;2600;20;T;05.1;06;05106;05106015;0;;;;;;;;;;
52.12.A301-WS;AÇILI RAF BÖLÜCÜ H12x30 WS;Angled Shelf Divider 12 300 mm WS;Açılı Bölücü;Angled Divider;2600;30;T;05.1;06;05106;05106016;0;;;;;;;;;;
52.12.A351-L;AÇILI RAF BÖLÜCÜ H12x35 L;Angled Shelf Divider 12 350 mm L;Açılı Bölücü;Angled Divider;2000;20;T;05.1;06;05106;05106017;0;;;;;;;;;;
52.12.A351-R;AÇILI RAF BÖLÜCÜ H12x35 R;Angled Shelf Divider 12 350 mm R;Açılı Bölücü;Angled Divider;2000;20;T;05.1;06;05106;05106018;0;;;;;;;;;;
52.12.A351-T;AÇILI RAF BÖLÜCÜ H12x35 T;Angled Shelf Divider 12 350 mm T;Açılı Bölücü;Angled Divider;2000;20;T;05.1;06;05106;05106019;0;;;;;;;;;;
52.12.A351-WS;AÇILI RAF BÖLÜCÜ H12x35 WS;Angled Shelf Divider 12 350 mm WS;Açılı Bölücü;Angled Divider;2000;30;T;05.1;06;05106;05106020;0;;;;;;;;;;
52.12.A401-L;AÇILI RAF BÖLÜCÜ H12x40 L;Angled Shelf Divider 12 400 mm L;Açılı Bölücü;Angled Divider;2000;20;T;05.1;06;05106;05106021;0;;;;;;;;;;
52.12.A401-R;AÇILI RAF BÖLÜCÜ H12x40 R;Angled Shelf Divider 12 400 mm R;Açılı Bölücü;Angled Divider;2000;20;T;05.1;06;05106;05106022;0;;;;;;;;;;
52.12.A401-T;AÇILI RAF BÖLÜCÜ H12x40 T;Angled Shelf Divider 12 400 mm T;Açılı Bölücü;Angled Divider;2000;20;T;05.1;06;05106;05106023;0;;;;;;;;;;
52.12.A401-WS;AÇILI RAF BÖLÜCÜ H12x40 WS;Angled Shelf Divider 12 400 mm WS;Açılı Bölücü;Angled Divider;2000;30;T;05.1;06;05106;05106024;0;;;;;;;;;;
50.01.0492;T PUSHER 2 N;T PUSHER 2;İtici;Pusher;2000;10;A;05.2;01;05201;05201001;0;;;;;;;;;;
50.01.0494;T PUSHER 4 N;T PUSHER 4;İtici;Pusher;2000;10;A;05.2;01;05201;05201002;0;;;;;;;;;;
50.01.0496;T PUSHER 6 N;T PUSHER 6;İtici;Pusher;2000;10;A;05.2;01;05201;05201003;0;;;;;;;;;;
50.01.04910;T PUSHER 10 N;T PUSHER 10;İtici;Pusher;2000;10;A;05.2;01;05201;05201004;0;;;;;;;;;;
50.01.0492-185;T PUSHER 2 N 185 MM;T PUSHER 2N 185MM;İtici;Pusher;2000;10;A;05.2;01;05201;05201005;0;;;;;;;;;;
50.01.0492-285;T PUSHER 2 N 285 MM;T PUSHER 2N 285MM;İtici;Pusher;2000;10;A;05.2;01;05201;05201006;0;;;;;;;;;;
50.01.0492-385;T PUSHER 2 N 385 MM;T PUSHER 2N 385MM;İtici;Pusher;2000;10;A;05.2;01;05201;05201007;0;;;;;;;;;;
50.01.0492-485;T PUSHER 2 N 485 MM;T PUSHER 2N 485MM;İtici;Pusher;2000;10;A;05.2;01;05201;05201008;0;;;;;;;;;;
50.01.0494-185;T PUSHER 4 N 185 MM;T PUSHER 4N 185MM;İtici;Pusher;2000;10;A;05.2;01;05201;05201009;0;;;;;;;;;;
50.01.0494-285;T PUSHER 4 N 285 MM;T PUSHER 4N 285MM;İtici;Pusher;2000;10;A;05.2;01;05201;05201010;0;;;;;;;;;;
50.01.0494-385;T PUSHER 4 N 385 MM;T PUSHER 4N 385MM;İtici;Pusher;2000;10;A;05.2;01;05201;05201011;0;;;;;;;;;;
50.01.0494-485;T PUSHER 4 N 485 MM;T PUSHER 4N 485MM;İtici;Pusher;2000;10;A;05.2;01;05201;05201012;0;;;;;;;;;;
50.01.0496-185;T PUSHER 6 N 185 MM;T PUSHER 6N 185MM;İtici;Pusher;2000;10;A;05.2;01;05201;05201013;0;;;;;;;;;;
50.01.0496-285;T PUSHER 6 N 285 MM;T PUSHER 6N 285MM;İtici;Pusher;2000;10;A;05.2;01;05201;05201014;0;;;;;;;;;;
50.01.0496-385;T PUSHER 6 N 385 MM;T PUSHER 6N 385MM;İtici;Pusher;2000;10;A;05.2;01;05201;05201015;0;;;;;;;;;;
50.01.0496-485;T PUSHER 6 N 485 MM;T PUSHER 6N 485MM;İtici;Pusher;2000;10;A;05.2;01;05201;05201016;0;;;;;;;;;;
N/A;T PUSHER 10 N 185 MM;T PUSHER 10 N 185 MM;İtici;Pusher;0;0;K;05.2;01;05201;05201017;0;;;;;;;;;;
50.01.04910-285;T PUSHER 10 N 285 MM;T PUSHER 10N 285MM;İtici;Pusher;2000;10;A;05.2;01;05201;05201018;0;;;;;;;;;;
50.01.04910-385;T PUSHER 10 N 385 MM;T PUSHER 10N 385MM;İtici;Pusher;2000;10;A;05.2;01;05201;05201019;0;;;;;;;;;;
50.01.04910-485;T PUSHER 10 N 485 MM;T PUSHER 10N 485MM;İtici;Pusher;2000;10;A;05.2;01;05201;05201020;0;;;;;;;;;;
50.05.011;ÜRÜN DESTEK MERDİVEN SET 530 MM ŞEF;PRODUCT BACKREST SET 53 CM;Ürün Destek Set;Product Backrest Set;0;20;A;05.2;02;05202;05202001;0;;;;;;;;;;
50.05.121;KIRILABİLİR ÇEK ÇEK  500 MM;Back Support Slider;Kırılabilir Çek Çek;Back Support Slider;0;20;A;05.2;03;05203;05203001;0;;;;;;;;;;
50.21.01-100;T PROFİL ŞEF 1X10 KÖPBANT 1000 MM;T Profile Adhesive 1000 mm;T Profil Yapışkanlı;Adhesive T Profile;0;20;A;05.3;01;05301;05301001;0;;;;;;;;;;
50.21.03-100;T PROFİL 25 MM BEY 1X20 MANYETBANT 1000 MM;T PROFILE MAGNETIC WHITE 1000MM;T Profil Mıknatıslı;Magnetic T Profile;1000;10;A;05.3;02;05302;05302001;0;;;;;;;;;;
50.20.351-100;SİPERLİ BOMBE T PROFİL SEF 1X20 MM KÖPBANT 1000 MM;Curved T Profile Foam Adhesive Trans 1mt;Siperli Bombeli T Profil;Curved Stopper T Profile;1000;1;A;05.3;03;05303;05303001;0;;;;;;;;;;
50.23.21-1000;SİPERLİ BOMBE T PROFİL SEF 1X20 MM MANYETBANT 1000 MM;SHIELDED CURVED MAGNETIC T PRF SEF 100 CM;Siperli Bombeli T Profil;Curved Stopper T Profile;500;10;A;05.3;03;05303;05303002;0;;;;;;;;;;
50.20.21-1000;SİPERLİ T PROF ŞEF 60X60 MM 2X10 MM KÖPBANT 1000 MM;İngilizce Adı Yok;Siperli T Profil;Stopper T Profile;0;5;A;05.3;04;05304;05304001;0;;;;;;;;;;
50.20.22-099;SİPERLİ T PROF ŞEF 60X60 MM 1X20 MM MANYETBANT 990 MM;Stopper T Profile Magnetic 990 mm;Siperli T Profil;Stopper T Profile;1000;20;A;05.3;04;05304;05304002;0;;;;;;;;;;
60.50.163;ASALAK KANCA SET 6 ASKI 40X90;Merchandising Strip Set 6 Hooks 40*90;Asalak Set;Merchandising Strip;0;10;A;06.1;01;06101;06101001;0;;;;;;;;;;
60.50.183;ASALAK KANCA SET 8 ASKI 40X90;Merchandising Strip Set 8 Hooks 40*90;Asalak Set;Merchandising Strip;0;10;A;06.1;01;06101;06101002;0;;;;;;;;;;
60.50.263;ASALAK KANCA SET 6 ASKI 55X105;Merchandising Strip Set 6 Hooks 55*105;Asalak Set;Merchandising Strip;0;10;A;06.1;01;06101;06101003;0;;;;;;;;;;
60.50.283;ASALAK KANCA SET 8 ASKI 55X105;Merchandising Strip Set 8 Hooks 55*105;Asalak Set;Merchandising Strip;0;10;A;06.1;01;06101;06101004;0;;;;;;;;;;
60.50.063;ASALAK KANCA EK 6 PLAST ASKI;Merchandising Strip 6 Hooks;Asalak Set EK 6;Merchandising Strip (Additional Hook Part);0;10;A;06.1;02;06102;06102001;0;;;;;;;;;;
60.50.083;ASALAK KANCA EK 8 PLAST ASKI;Merchandising Strip 8 Hooks;Asalak Set EK 8;Merchandising Strip (Additional Hook Part);0;10;A;06.1;03;06103;06103001;0;;;;;;;;;;
60.50.803;ASALAK KİLİT KANCA RAF MONTE 20 ASKI SET;Merchandising Strip Double 20 Clips;Asalak Çift Yön;Double Sided Merchandising Strips;0;10;A;06.1;04;06104;06104001;0;;;;;;;;;;
35.25.1011;KANCA HANG TAB 28X43 MM ŞEFBANT 1X17 MM ??MKR;Hook Hang Tabs 28x43 mm 460 gr;Çengel Sticker (Hang Tabs);Hook Sticker (Hang Tabs);30000;600;A;06.1;05;06105;06105001;0;;;;;;;;;;
35.25.2011;KARE HANG TAB 50X50 MM ŞEFBANT 1X30 MM ??MKR;Slot Hang Tabs 49x55 mm 400 gr;Kasis Sticker (Hang Tabs);Slot Sticker (Hang Tabs);5000;50;A;06.1;06;06106;06106001;0;;;;;;;;;;
35.25.3011;ROUND HANG TAB 25X32 MM ŞEFBANT 12 MM ??MKR;Round Hang Tabs 25x32 mm 290 gr;Daire Sticker (Hang Tabs);Round Sticker (Hang Tabs);30000;1000;A;06.1;07;06107;06107001;0;;;;;;;;;;
30.70.1011;SÜPER GRİP SEF;Super Grip;Süper Grip;Super Grip;1500;50;A;06.2;01;06201;06201001;0;;;;;;;;;;
30.70.1111-1000;MENÜ GRİP 1000 MM SEF;Menu Grip 1000 mm;Menü Grip;Menu Grip;500;20;A;06.2;02;06202;06202001;0;;;;;;;;;;
30.70.1081-25;H GRİP 25 MM SEF;Shelf Grip ‘H’;H Grip;H Grip;0;20;A;06.2;03;06203;06203001;0;;;;;;;;;;
30.70.20115-1000;HAREKETLİ U GRİP YAP BANT 1000 MM SEF;İngilizce Adı Yok;U Grip (Hareketli, Hareketsiz);U Grip (Movable, Unmovable);0;20;A;06.2;04;06204;06204001;0;;;;;;;;;;
30.70.20115-75;HAREKETLİ U GRİP YAP BANT 75 MM SEF;ADHESIVE MOVING GRIP 2.5/-75L/5MM HOLDER TRANSPARENT;U Grip (Hareketli, Hareketsiz);U Grip (Movable, Unmovable);0;20;A;06.2;04;06204;06204002;0;;;;;;;;;;
30.70.2041-75;HAREKETSİZ U GRİP YAPBANT 75 MM SEF;ADHESIVE 15 MM FLU 2/-75L MM TRANSPARENT;U Grip (Hareketli, Hareketsiz);U Grip (Movable, Unmovable);1000;50;A;06.2;04;06204;06204003;0;;;;;;;;;;
30.70.2042-1000;HAREKETSİZ U GRİP YAPBANT 1000 MM SEF;İngilizce Adı Yok;U Grip (Hareketli, Hareketsiz);U Grip (Movable, Unmovable);1000;50;A;06.2;04;06204;06204004;0;;;;;;;;;;
60.25.053-300;RAZOR SET GRİP PROF 300 MM;Razor Set 300 mm;Razor Set;Razor Set;0;10;A;06.2;05;06205;06205001;0;;;;;;;;;;
60.25.053-450;RAZOR SET GRİP PROF 450 MM;Razor Set 450 mm;Razor Set;Razor Set;0;1;A;06.2;05;06205;06205002;0;;;;;;;;;;
60.25.063-300;RAZOR FLAMA SET GRİP PROF 300 MM;Razor Flag Set 300 mm;Razor Flama Set;Razor Flag Set;0;10;A;06.2;06;06206;06206001;0;;;;;;;;;;
60.25.063-450;RAZOR FLAMA SET GRİP PROF 450 MM;Razor Flag Set 450 mm;Razor Flama Set;Razor Flag Set;0;10;A;06.2;06;06206;06206002;0;;;;;;;;;;
60.25.139;MAGNUM  MANYETİK KISA SHELF DİKEY U GRİP SET;Magnum Power Shelf Magnetic U SA;Magnum İlan Tutucu;Magnum Promo Holder;2500;10;A;06.2;07;06207;06207001;0;;;;;;;;;;
60.25.179;MAGNUM  MANYETİK KISA SHELF YATAY U GRİP;Magnum Power Shelf Magnetic L SA;Magnum Flama Tutucu;Magnum Poster Holder;2500;10;A;06.2;08;06208;06208001;0;;;;;;;;;;
30.60.131;STOP KLİPS ;Stopper Clip;Stop Klips;Stop Clip;0;50;A;06.3;01;06301;06301001;0;;;;;;;;;;
30.68.114-10;STİCK WOBLER PAKET 400MİK 100MM;STICK WOBLER PACKAGE 400MIC 100MM;Pen Vobler;Pen Wobbler;5000;500;T;06.3;02;06302;06302001;0;;;;;;;;;;
30.68.114-15;PEN WOBLER PVC ŞEFFFAF 150 MM 400 MKR;Pen Wobler 400 micron 150 mm;Pen Vobler;Pen Wobbler;0;100;P;06.3;02;06302;06302002;0;;;;;;;;;;
60.10.103;TRIGGER MANYETİK 30/L BORU KANCA SET ;Trigger Set;Trigger “L”;Trigger “L”;0;4;A;06.3;03;06303;06303001;0;;;;;;;;;;
60.10.113;TRIGGER MANYETİK 30/DÜZ BORU KANCA SET ;Trigger Set ‘Flat’;Trigger Düz;Trigger Straight;0;10;A;06.3;04;06304;06304001;0;;;;;;;;;;
TALEP;Grip ve Wobbler için baskılı ürünler;Insert Protector PVC U Pocket (Custom);Grip ve Wobbler için baskılı ürünler;Insert Protector PVC U Pocket (Custom);0;0;K;06.4;01;06401;06401001;0;;;;;;;;;;
08.94.U111;FASHION V2 105X105 KASET SET;Fashion Tag V2 Cassette 105x105 Transparent;Fashion TAG;Fashion TAG;0;10;A;07.1;01;07101;07101001;0;;;;;;;;;;
08.94.U121;FASHION V2 A5 KASET SET;Fashion Tag V2 Cassette A5 Transparent;Fashion TAG;Fashion TAG;0;5;A;07.1;01;07101;07101002;0;;;;;;;;;;
08.94.U321;FLEX SİLİKON V2;Fashion Flex Silicon Adapter V2;Fashion TAG;Fashion TAG;0;10;A;07.1;01;07101;07101003;0;;;;;;;;;;
08.94.U311;SLIM SİLİKON V2;Fashion Slim Silicon Adapter V2;Fashion TAG;Fashion TAG;0;5;A;07.1;01;07101;07101004;0;;;;;;;;;;
05.40.2502;ELBİSE ASKI ÇUBUK 25 CM SİY;Long Hanger Hook 25CM;Uzun Askı Çubuk;Long Hanger Hook;0;20;A;07.1;02;07102;07102001;0;;;;;;;;;;
05.40.2602;ELBİSE ASKI ÇUBUK 14 CM SİY;Short Hanger Hook 14CM;Kısa Askı Çubuk;Short Hanger Hook;0;20;A;07.1;03;07103;07103001;0;;;;;;;;;;
M36.01.008;DEVE BOYNU;SHOE SHAPER;Deve Boynu;Shoe Shaper;20;20;A;07.1;04;07104;07104001;0;;;;;;;;;;
M36.01.011;KADEMELİ L STAND KÜÇÜK AYAKSIZ ;STAGED L STAND SMALL FOOT;Kademeli L Stand;Shoe Porter L Stand;1000;10;A;07.1;05;07105;07105001;0;;;;;;;;;;
M36.01.012;KADEMELİ L STAND BÜYÜK AYAKSIZ ;STAGED L STAND LARGE FOOT ;Kademeli L Stand;Shoe Porter L Stand;1000;10;A;07.1;05;07105;07105002;0;;;;;;;;;;
M36.01.007;KEMER STAND PLEKSİ FLO;KEMER STAND PLEXY FLO;Kemer Standı;Belt Porter Stand;0;2;P;07.1;06;07106;07106001;0;;;;;;;;;;
01.63.1101;Baskılı Kategori Ayracı;İngilizce Adı Yok;Baskılı Kategori Ayracı;Printed Message Separators;0;1;A;07.1;07;07107;07107001;0;;;;;;;;;;
M32.01.002;ÇANTA STANDI BÜYÜK PET-G 4MM-9 NUMARA;BAG STAND LARGE PET-G 4MM;Çanta Standı;Bag Porter Stand;0;1;T;07.1;08;07108;07108001;0;;;;;;;;;;
M32.01.003;ÇANTA STANDI ORTA PET-G 4 MM-10 NUMARA;BAG STAND MEDIUM PET-G 4 MM-10 NUMBER;Çanta Standı;Bag Porter Stand;0;1;P;07.1;08;07108;07108002;0;;;;;;;;;;
M32.01.004;ÇANTA STANDI KÜÇÜK 2,8 MM-11 NUMARA;BAG STAND SMALL 2.8 MM - NUMBER 11;Çanta Standı;Bag Porter Stand;0;10;P;07.1;08;07108;07108003;0;;;;;;;;;;
70.56.101-28;FOTOĞRAF MAKİNESİ STANDI 2,8 MM;Acrylic Pad Stand;Hard Disk Info Stant;Hard Disc Info Stand;0;10;A;07.2;01;07201;07201001;0;;;;;;;;;;
70.56.111-20;HARD DISK TAŞIYICI STAND 2.8 MM;Acrylic External Drive Stand;Hard Disk Stant;Hard Disc Stand;0;10;A;07.2;02;07202;07202001;0;;;;;;;;;;
70.56.271-28;FOTOĞRAF MAKİNASI STANDI MAXI;Acrylic Photograph Machine Stand;Foto Info Stant;Photo Info Stand;0;10;P;07.2;03;07203;07203001;0;;;;;;;;;;
70.56.081-50;KULAKLIK TAŞIYICI PLEKSİ MANYETİK SET ;Acrylic Earphone Stand;Kulaklık Taşıyıcı;Earphone Acrylic Holder;1;1;A;07.2;04;07204;07204001;0;;;;;;;;;;
30.80.1005;KK KANGURU CEP A5 148X210 MM;Kangaroo Pocket with holes A5;Kanguru Cep Delikli A Size;Kangaroo Pocket A Size with Holes;0;10;A;07.3;01;07301;07301001;0;;;;;;;;;;
30.80.1006;KK KANGURU CEP A6 105X148 MM;Kangaroo Pocket with holes A6;Kanguru Cep Delikli A Size;Kangaroo Pocket A Size with Holes;0;10;A;07.3;01;07301;07301002;0;;;;;;;;;;
30.80.1007;KK KANGURU CEP A7 74X105 MM;Kangaroo Pocket with holes A7;Kanguru Cep Delikli A Size;Kangaroo Pocket A Size with Holes;1000;10;A;07.3;01;07301;07301003;0;;;;;;;;;;
30.80.1008;KK KANGURU CEP A8 52X74 MM;Kangaroo Pocket with holes A8;Kanguru Cep Delikli A Size;Kangaroo Pocket A Size with Holes;10;10;A;07.3;01;07301;07301004;0;;;;;;;;;;
30.80.1201;KK İKİLİ KANGURU CEP 105X74 +105X148 MM;Dbl Adhsv Kangaroo Pocket wth Holes 105X;İkili Kanguru Cep Delikli;Double Kangaroo Pocket with Hole;50;10;A;07.3;02;07302;07302001;0;;;;;;;;;;
30.80.2210;KK YAPŞKN İKİLİ KANGR CEP 105X74+105X148;Double Adhesive Kangaroo Pocket;İkili Kanguru Cep Yapışkanlı;Adhesive Kangaroo Double Pocket;1000;10;A;07.3;03;07303;07303001;0;;;;;;;;;;
30.80.2003;KK YAPIŞKAN KANGURU CEP A3 297X420;Adhesive Kangaroo Pocket A3;A Size Kanguru Cep Yapışkanlı;Adhesive Kangaroo Pocket A Size;500;10;A;07.3;04;07304;07304001;0;;;;;;;;;;
30.80.2004;KK YAPIŞKAN KANGURU CEP A4 210X297;Adhesive Kangaroo Pocket A4;A Size Kanguru Cep Yapışkanlı;Adhesive Kangaroo Pocket A Size;0;10;A;07.3;04;07304;07304002;0;;;;;;;;;;
30.80.2005;KK YAPIŞKAN KANGURU CEP A5 148X210;Adhesive Kangaroo Pocket A5;A Size Kanguru Cep Yapışkanlı;Adhesive Kangaroo Pocket A Size;0;10;A;07.3;04;07304;07304003;0;;;;;;;;;;
30.80.2006;KK YAPIŞKAN KANGURU CEP A6 105X148;Adhesive Kangaroo Pocket A6;A Size Kanguru Cep Yapışkanlı;Adhesive Kangaroo Pocket A Size;0;10;A;07.3;04;07304;07304004;0;;;;;;;;;;
30.80.2007;KK YAPIŞKAN KANGURU CEP A7 74X105;Adhesive Kangaroo Pocket A7;A Size Kanguru Cep Yapışkanlı;Adhesive Kangaroo Pocket A Size;0;10;A;07.3;04;07304;07304005;0;;;;;;;;;;
70.01.6421;A4 FÖYLÜK AYAKLI SET;A4 FOOT SHEET ROLLER;Ayaklı Föylük;Flyer Stand;0;10;A;07.3;05;07305;07305001;0;;;;;;;;;;
70.01.6521;A5 FÖYLÜK AYAKLI SET;A5 FOOT SHEET RACE;Ayaklı Föylük;Flyer Stand;0;10;A;07.3;05;07305;07305002;0;;;;;;;;;;
70.55.011-20;80X60 SİY TABANLI L FORM STAND ;Acrylic Stand with Black Base 80x60;Siyah Tabanlı L Form;Black Base Vertical Acrylic Stand ''L'';0;10;A;07.3;06;07306;07306001;0;;;;;;;;;;
70.55.012-20;80X40 SİY TABANLI L FORM STAND ;80*40 L FORM STAND WITH BLACK BASE;Siyah Tabanlı L Form;Black Base Vertical Acrylic Stand ''L'';0;10;A;07.3;06;07306;07306002;0;;;;;;;;;;
95.01.203;6x3.5 CM L STAND VİTRİN PLEKSİ;6x3.5 CM L STAND SHOWCASE PLEX;Vitrin Fiyat Akriliği;Showcase Acrylic for Price Labels;0;10;T;07.3;07;07307;07307001;0;;;;;;;;;;
70.50.0113-28;A3 DİK L FORM AKRİLİK STAND 2.8 MM;Acrylic Stand Vertical ‘L’ A3;Akrilik / Pet-G ‘L’ Stand Dikey;Vertical Acrylic / Pet-G Stand “L”;0;15;A;07.3;08;07308;07308001;0;;;;;;;;;;
70.50.0114-20;A4 DİK L FORM AKRİLİK STAND 2 MM;Acrylic Stand Vertical ‘L’ A4;Akrilik / Pet-G ‘L’ Stand Dikey;Vertical Acrylic / Pet-G Stand “L”;0;10;A;07.3;08;07308;07308002;0;;;;;;;;;;
70.50.0115-15;A5 DİK L FORM AKRİLİK STAND 1.5 mm;A5 Acrylic Stand 1.5 mm Vertical ‘L’;Akrilik / Pet-G ‘L’ Stand Dikey;Vertical Acrylic / Pet-G Stand “L”;0;10;P;07.3;08;07308;07308003;0;;;;;;;;;;
70.50.0116-20;A6 DİK L FORM AKRİLİK STAND 2 MM;Acrylic Stand Vertical ‘L’ A6;Akrilik / Pet-G ‘L’ Stand Dikey;Vertical Acrylic / Pet-G Stand “L”;0;10;A;07.3;08;07308;07308004;0;;;;;;;;;;
70.50.0117-20;A7 DİK L FORM AKRİLİK STAND 2 MM;Acrylic Stand Vertical ‘L’ A7;Akrilik / Pet-G ‘L’ Stand Dikey;Vertical Acrylic / Pet-G Stand “L”;0;10;A;07.3;08;07308;07308005;0;;;;;;;;;;
70.50.0123-28;A3 DİK L FORM PET-G STAND 2,8 MM;A3 VERTICAL L FORM PET-G STAND 2.8 MM;Akrilik / Pet-G ‘L’ Stand Dikey;Vertical Acrylic / Pet-G Stand “L”;0;15;P;07.3;08;07308;07308006;0;;;;;;;;;;
70.50.0124-20;A4 DİK L FORM PET-G STAND 2 MM;Pet-G Stand Vertical L A4;Akrilik / Pet-G ‘L’ Stand Dikey;Vertical Acrylic / Pet-G Stand “L”;0;10;A;07.3;08;07308;07308007;0;;;;;;;;;;
70.50.0125-20;A5 DİK L FORM PET-G STAND 2 MM;Pet-G Stand Vertical L A5;Akrilik / Pet-G ‘L’ Stand Dikey;Vertical Acrylic / Pet-G Stand “L”;0;10;A;07.3;08;07308;07308008;0;;;;;;;;;;
70.50.0126-20;A6 DİK L FORM PET-G STAND 2 MM;A6 VERTICAL L-SHAPED PET-G STAND 2 MM;Akrilik / Pet-G ‘L’ Stand Dikey;Vertical Acrylic / Pet-G Stand “L”;0;10;A;07.3;08;07308;07308009;0;;;;;;;;;;
70.50.0127-20;A7 DİK L FORM PET-G STAND 2 MM;Pet-G Stand Vertical L A7;Akrilik / Pet-G ‘L’ Stand Dikey;Vertical Acrylic / Pet-G Stand “L”;0;10;A;07.3;08;07308;07308010;0;;;;;;;;;;
